-181.160649458363,227.560144166055,-1780.80671725972
-192.432248655389,229.563278823795,-1771.83069151875
-203.701815727935,231.536117763913,-1762.85012580682
-214.96931090562,233.478670563263,-1753.8651316876
-226.234696428158,235.390947590027,-1744.87582149279
-237.497936613544,237.272960001448,-1735.88230826535
-248.758997928123,239.12471975265,-1726.88470570047
-260.017849060399,240.946239587805,-1717.88312807507
-271.274460975789,242.737533045166,-1708.87769018999
-282.528806979871,244.498614440918,-1699.86850729727
-293.780862793416,246.229498884289,-1690.85569501796
-305.03060661297,247.930202245168,-1681.83936925782
-316.278019172889,249.600741172725,-1672.81964612547
-327.523083801164,251.241133066586,-1663.79664184027
-338.765786475928,252.851396074921,-1654.77047263975
-350.006115598864,254.431549089282,-1645.74125469195
-361.244063156323,255.981611682785,-1636.70910395005
-372.479623096586,257.501604166862,-1627.67413611093
-383.712792482821,258.991547514999,-1618.63646646084
-394.943571254212,260.451463375593,-1609.59620977505
-406.171962258517,261.88137402934,-1600.55348019592
-417.39797128153,263.281302367348,-1591.50839111193
-428.621607059407,264.651271874053,-1582.46105504251
-439.842881307203,265.991306589592,-1573.41158350038
-451.061808732358,267.301431086935,-1564.36008686115
-462.278407039512,268.581670433489,-1555.30667422941
-473.492696930949,269.832050156349,-1546.25145330315
-484.704702099178,271.052596212385,-1537.19453023739
-495.914449212099,272.243334939939,-1528.13600950343
-507.121967892799,273.40429302293,-1519.07599374925
-518.327290416368,274.535497470675,-1510.01458367487
-529.530452771279,275.636975493202,-1500.95187782485
-540.731492968342,276.708754569577,-1491.8879725434
-551.930452087932,277.750862324273,-1482.82296176826
-563.127373949725,278.763326496597,-1473.75693690224
-574.322305031003,279.746174888602,-1464.68998668371
-585.515294398565,280.699435312787,-1455.6221970432
-596.706393628259,281.623135545118,-1446.55365096562
-607.895656711272,282.517303259312,-1437.48442835612
-619.08313995306,283.381965972686,-1428.41460591115
-630.268901863404,284.217151000819,-1419.34425699534
-641.453003038267,285.022885380365,-1410.27345151749
-652.635506034877,285.799195835014,-1401.20225581875
-663.816475235257,286.546108688682,-1392.13073255806
-674.995976707524,287.263649831689,-1383.05894061194
-686.174078054152,287.951844641527,-1373.98693497369
-697.350847988132,288.610717970802,-1364.91476668845
-708.52635725187,289.240293967698,-1355.84248267761
-719.700676822719,289.840596179594,-1346.77012579924
-730.87387881375,290.411647394621,-1337.69773469944
-742.046036031523,290.953469605643,-1328.62534376793
-753.217221792653,291.466083965965,-1319.55298309145
-764.387509730409,291.949510720388,-1310.48067841338
-775.556973603035,292.403769168837,-1301.40845110778
-786.725687094532,292.828877607638,-1292.33631816025
-797.893723614621,293.224853284435,-1283.26429216102
-809.061156095976,293.591712350503,-1274.19238130823
-820.228056790507,293.929469816444,-1265.12058942191
-831.394497064138,294.23813951544,-1256.04891597035
-842.560547193444,294.517734065231,-1246.97735610626
-853.726276160588,294.768264828351,-1237.90590071322
-864.891751454988,294.989741880787,-1228.83453646191
-876.057038593921,295.182174020796,-1219.76324591807
-887.222201999827,295.345568620388,-1210.69200750561
-898.38730321014,295.479931776945,-1201.62079575753
-909.552401753906,295.585268179719,-1192.54958130975
-920.717554700309,295.661581127553,-1183.47833103985
-931.882816478646,295.708872516257,-1174.407008188
-943.048238706636,295.727142835449,-1165.33557248791
-954.213870022142,295.716391151837,-1156.26398030417
-965.379755926275,295.676615127476,-1147.19218478266
-976.545938632057,295.607811016482,-1138.1201360049
-987.712456921146,295.509973671494,-1129.04778115082
-998.879346010938,295.383096551774,-1119.97506466786
-1010.04663743652,295.227171756163,-1110.90192844574
-1021.21435892436,295.042190023912,-1101.82831200246
-1032.3825342917,294.82814076753,-1092.75415267051
-1043.55118309736,294.585012129971,-1083.67938581314
-1054.72032160746,294.312790880682,-1074.60394488979
-1065.88996114928,294.011462649198,-1065.52776184438
-1077.06010910044,293.681011830028,-1056.45076717622
-1088.23076857444,293.321421647753,-1047.37289017086
-1099.40193838236,292.932674208504,-1038.29405910162
-1110.57361300431,292.514750534255,-1029.21420142852
-1121.74578257206,292.067630619326,-1020.13324399917
-1132.91843286284,291.591293475055,-1011.05111324628
-1144.09154530237,291.085717169751,-1001.9677353823
-1155.2650969823,290.550878903501,-992.883036594497
-1166.43906068391,289.98675504031,-983.796943232018
-1177.61340490334,289.393321176784,-974.70938200172
-1188.78809390589,288.770552193421,-965.620280140806
-1199.96308778242,288.118422318475,-956.529565593583
-1211.13834250803,287.43690516966,-947.437167181301
-1222.31380975879,286.725973871323,-938.343014807759
-1233.48943801759,285.985600944772,-929.247039467133
-1244.66517111505,285.215758600071,-920.149173622008
-1255.84094935452,284.416418652263,-911.049351201144
-1267.01670935158,283.587552608274,-901.947507774873
-1278.19238413988,282.72913171994,-892.843580685977
-1289.36790328251,281.841127058152,-883.737509175773
-1300.54319298656,280.923509550821,-874.629234498188
-1311.7181762286,279.976250051348,-865.518700026123
-1322.89277286537,278.999319389475,-856.405851361318
-1334.06689976815,277.992688422687,-847.290636421159
-1345.24047095753,276.956328096301,-838.173005520712
-1356.41339773454,275.890209477329,-829.052911447622
-1367.58558881631,274.794303818983,-819.930309532267
-1378.75695047024,273.668582602211,-810.805157708182
-1389.92738639866,272.513017627018,-801.677416608127
-1401.09679888478,271.327580868919,-792.547049437585
-1412.26508741442,270.112244801184,-783.414022270654
-1423.43214982354,268.866982257887,-774.278303910349
-1434.59788217856,267.591766494124,-765.139865953337
-1445.76217891406,266.286571249987,-755.998682809264
-1456.92493296601,264.951370770473,-746.854731708216
-1468.08603589861,263.586139829171,-737.70799270726
-1479.24537803004,262.190853782766,-728.558448694988
-1490.40284856558,260.765488569918,-719.406085373968
-1501.55833572483,259.310020760089,-710.25089124918
-1512.71172686023,257.824427564974,-701.092857609105
-1523.86290857633,256.308686864968,-691.931978502872
-1535.01176684338,254.762777225304,-682.76825071234
-1546.15818710754,253.186677913208,-673.601673720384
-1557.30205439999,251.580368917648,-664.432249674873
-1568.44325319284,249.943831021666,-655.259983398191
